Time ,cost ,responseTime ,throughput ,activeConnections,numberOfVMs , ongoingAction,actionTarget
Wed Feb 12 19:19:56 UTC 2014,0.36,-0.5,128,91,3,,
Wed Feb 12 19:20:03 UTC 2014,0.36,8.5,205,232,3,,
Wed Feb 12 19:20:10 UTC 2014,0.36,8.5,205,232,3,,
Wed Feb 12 19:20:21 UTC 2014,0.36,6,286,23,3,,
Wed Feb 12 19:20:33 UTC 2014,0.36,6,286,23,3,,
Wed Feb 12 19:20:46 UTC 2014,0.36,3,30,0,3,,
Wed Feb 12 19:20:57 UTC 2014,0.36,3,30,0,3,,
Wed Feb 12 19:21:14 UTC 2014,0.36,0,0,104,3,,
Wed Feb 12 19:21:26 UTC 2014,0.36,0,0,104,3,,
Wed Feb 12 19:21:44 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:21:52 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:22:09 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:22:22 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:22:35 UTC 2014,0.36,0,72,0,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:22:52 UTC 2014,0.36,7,72,0,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:23:09 UTC 2014,0.36,0,0,0,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:23:28 UTC 2014,0.36,0,0,0,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:23:40 UTC 2014,0.36,0,0,0,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:23:56 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:24:05 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:24:21 UTC 2014,0.36,5.5,231,229,3,,
Wed Feb 12 19:24:29 UTC 2014,0.36,5.5,231,229,3,,
Wed Feb 12 19:24:37 UTC 2014,0.36,5.5,231,229,3,,
Wed Feb 12 19:24:44 UTC 2014,0.36,5.5,231,229,3,,
Wed Feb 12 19:24:51 UTC 2014,0.36,5.5,231,229,3,,
Wed Feb 12 19:24:58 UTC 2014,0.36,5.5,231,229,3,,
Wed Feb 12 19:25:06 UTC 2014,0.36,5.5,231,229,3,,
Wed Feb 12 19:25:16 UTC 2014,0.36,5,248,94,3,,
Wed Feb 12 19:25:34 UTC 2014,0.36,5,248,94,3,,
Wed Feb 12 19:25:42 UTC 2014,0.36,7,238,18,3,,
Wed Feb 12 19:25:56 UTC 2014,0.36,7,238,18,3,,
Wed Feb 12 19:26:07 UTC 2014,0.36,7.5,221,77,3,,
Wed Feb 12 19:26:24 UTC 2014,0.36,7.5,221,77,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:26:42 UTC 2014,0.36,6.5,294,130,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:26:59 UTC 2014,0.36,6.5,294,130,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:27:11 UTC 2014,0.36,5,334,410,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:27:30 UTC 2014,0.36,5,175,358,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:27:46 UTC 2014,0.36,5,175,358,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:27:59 UTC 2014,0.36,6,210,284,3,,
Wed Feb 12 19:28:07 UTC 2014,0.36,6,210,284,3,,
Wed Feb 12 19:28:18 UTC 2014,0.36,6,227,326,3,,
Wed Feb 12 19:28:36 UTC 2014,0.36,6,227,326,3,,
Wed Feb 12 19:28:44 UTC 2014,0.36,6,227,326,3,,
Wed Feb 12 19:29:02 UTC 2014,0.36,15,68,256,3,,
Wed Feb 12 19:29:16 UTC 2014,0.36,15,68,256,3,,
Wed Feb 12 19:29:29 UTC 2014,0.36,0,0,235,3,,
Wed Feb 12 19:29:44 UTC 2014,0.36,0,0,235,3,,
Wed Feb 12 19:29:52 UTC 2014,0.36,0,0,235,3,,
Wed Feb 12 19:30:06 UTC 2014,0.36,5,122,0,3,,
Wed Feb 12 19:30:18 UTC 2014,0.36,5,122,0,3,,
Wed Feb 12 19:30:27 UTC 2014,0.36,5,122,0,3,,
Wed Feb 12 19:30:34 UTC 2014,0.36,5,122,0,3,,
Wed Feb 12 19:30:44 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:30:52 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:31:05 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:31:13 UTC 2014,0.36,0,0,0,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:31:34 UTC 2014,0.36,0,0,0,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:31:47 UTC 2014,0.36,0,0,0,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:32:04 UTC 2014,0.36,0,0,0,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:32:15 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:32:24 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:32:47 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:32:54 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:33:15 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:33:28 UTC 2014,0.36,6.5,174,193,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:33:47 UTC 2014,0.36,6.5,174,193,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:34:03 UTC 2014,0.36,5.5,108,61,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:34:16 UTC 2014,0.36,5.5,108,61,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:34:29 UTC 2014,0.36,5.5,108,151,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:34:42 UTC 2014,0.36,3,74,151,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:34:54 UTC 2014,0.36,3,74,151,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:35:14 UTC 2014,0.36,3,65,52,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:35:26 UTC 2014,0.36,3,65,52,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:35:37 UTC 2014,0.36,3,65,164,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:35:49 UTC 2014,0.36,3.5,126,164,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:36:06 UTC 2014,0.36,3.5,126,164,3,,
Wed Feb 12 19:36:14 UTC 2014,0.24,6,141,62,2,,
Wed Feb 12 19:36:21 UTC 2014,0.24,6,141,62,2,,
Wed Feb 12 19:36:29 UTC 2014,0.24,6,141,62,2,,
Wed Feb 12 19:36:37 UTC 2014,0.24,6,141,62,2,,
Wed Feb 12 19:36:46 UTC 2014,0.24,8,130,220,2,,
Wed Feb 12 19:36:57 UTC 2014,0.24,8,130,220,2,,
Wed Feb 12 19:37:14 UTC 2014,0.24,8,130,220,2,,
Wed Feb 12 19:37:21 UTC 2014,0.24,8,130,220,2,,
Wed Feb 12 19:37:27 UTC 2014,0.24,8,130,220,2,,
Wed Feb 12 19:37:39 UTC 2014,0.24,8,130,220,2,,
Wed Feb 12 19:37:49 UTC 2014,0.24,7,118,111,2,,
Wed Feb 12 19:37:57 UTC 2014,0.24,7,118,111,2,,
Wed Feb 12 19:38:09 UTC 2014,0.24,7,118,217,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:38:27 UTC 2014,0.24,7,126,217,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:38:41 UTC 2014,0.24,7,151,43,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:38:58 UTC 2014,0.24,7,151,43,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:39:16 UTC 2014,0.24,8,117,284,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:39:32 UTC 2014,0.24,8,117,284,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:39:46 UTC 2014,0.24,8,117,284,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:39:57 UTC 2014,0.24,7,127,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:40:13 UTC 2014,0.24,7,127,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:40:24 UTC 2014,0.24,0,0,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:40:37 UTC 2014,0.24,0,0,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:40:48 UTC 2014,0.24,0,0,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:41:08 UTC 2014,0.24,0,0,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:41:21 UTC 2014,0.24,0,0,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:41:38 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:41:44 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:41:53 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:42:02 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:42:17 UTC 2014,0.24,0,0,0,2,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:42:42 UTC 2014,0.24,0,0,0,2,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:42:58 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:43:10 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:43:26 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:43:40 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:43:55 UTC 2014,0.24,7,152,0,2,,
Wed Feb 12 19:44:13 UTC 2014,0.24,7,152,0,2,,
Wed Feb 12 19:44:20 UTC 2014,0.24,7,152,0,2,,
Wed Feb 12 19:44:28 UTC 2014,0.24,7,141,244,2,,
Wed Feb 12 19:44:44 UTC 2014,0.24,6,154,14,2,,
Wed Feb 12 19:44:58 UTC 2014,0.24,6,154,14,2,,
Wed Feb 12 19:45:07 UTC 2014,0.24,6,154,14,2,,
Wed Feb 12 19:45:21 UTC 2014,0.24,6,154,14,2,,
Wed Feb 12 19:45:33 UTC 2014,0.24,6,152,334,2,,
Wed Feb 12 19:45:49 UTC 2014,0.24,6,152,334,2,EventProcessingServiceUnit_scaleOut,
Wed Feb 12 19:46:09 UTC 2014,0.24,6,157,131,2,,
Wed Feb 12 19:46:24 UTC 2014,0.24,6,157,131,2,,
Wed Feb 12 19:46:32 UTC 2014,0.24,6,157,131,2,,
Wed Feb 12 19:46:38 UTC 2014,0.24,6,154,78,2,,
Wed Feb 12 19:46:50 UTC 2014,0.24,6,154,78,2,,
Wed Feb 12 19:47:07 UTC 2014,0.24,6,155,49,2,,
Wed Feb 12 19:47:22 UTC 2014,0.24,6,155,49,2,,
Wed Feb 12 19:47:37 UTC 2014,0.24,6,155,49,2,,
Wed Feb 12 19:47:51 UTC 2014,0.24,6,155,49,2,,
Wed Feb 12 19:48:07 UTC 2014,0.24,7,165,241,2,,
Wed Feb 12 19:48:33 UTC 2014,0.24,6,151,161,2,,
Wed Feb 12 19:48:50 UTC 2014,0.24,6,151,161,2,,
Wed Feb 12 19:48:58 UTC 2014,0.24,6,151,161,2,,
Wed Feb 12 19:49:05 UTC 2014,0.24,6,151,21,2,,
Wed Feb 12 19:49:12 UTC 2014,0.24,6,151,21,2,,
Wed Feb 12 19:49:25 UTC 2014,0.24,6,151,21,2,,
Wed Feb 12 19:49:37 UTC 2014,0.24,6,154,99,2,,
Wed Feb 12 19:49:56 UTC 2014,0.24,6,154,99,2,,
Wed Feb 12 19:50:13 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:50:26 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:50:40 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:51:01 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:51:08 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:51:16 UTC 2014,0.24,0,0,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:51:37 UTC 2014,0.24,0,0,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:51:55 UTC 2014,0.24,0,0,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:52:06 UTC 2014,0.24,0,0,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:52:22 UTC 2014,0.24,0,0,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:52:41 UTC 2014,0.24,0,0,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:52:56 UTC 2014,0.24,0,0,0,2,DataNodeServiceUnit_scaleIn,
Wed Feb 12 19:53:11 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:53:20 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:53:35 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:54:00 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:54:10 UTC 2014,0.24,6,157,50,2,,
Wed Feb 12 19:54:23 UTC 2014,0.24,6,157,50,2,,
Wed Feb 12 19:54:37 UTC 2014,0.24,5,141,14,2,,
Wed Feb 12 19:54:50 UTC 2014,0.24,5,141,14,2,,
Wed Feb 12 19:55:05 UTC 2014,0.24,4,199,63,2,,
Wed Feb 12 19:55:17 UTC 2014,0.24,4,199,63,2,,
Wed Feb 12 19:55:34 UTC 2014,0.24,6,159,126,2,,
Wed Feb 12 19:55:51 UTC 2014,0.24,6,159,126,2,,
Wed Feb 12 19:56:03 UTC 2014,0.24,5,163,298,2,,
