Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Wed Feb 12 16:55:07 UTC 2014,63.1,0.12,0.1892,1,,
Wed Feb 12 16:55:17 UTC 2014,63.1,0.12,0.1892,1,,
Wed Feb 12 16:55:28 UTC 2014,63.1,0.12,0.1892,1,,
Wed Feb 12 16:55:47 UTC 2014,63.1,0.12,0.1892,1,,
Wed Feb 12 16:55:55 UTC 2014,40.8,0.12,0.1892,1,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 16:56:16 UTC 2014,30.3,0.12,0.1892,1,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 16:56:31 UTC 2014,30.3,0.12,0.1892,1,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 16:56:41 UTC 2014,37.3,0.12,0.1892,1,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 16:56:53 UTC 2014,37.3,0.12,0.1892,1,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 16:57:06 UTC 2014,45.4,0.12,0.1892,1,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Wed Feb 12 16:57:18 UTC 2014,45.4,0.12,0.1892,1,,
Wed Feb 12 16:57:33 UTC 2014,45.4,0.12,0.1892,1,,
Wed Feb 12 16:57:46 UTC 2014,31.1,0.12,0.1892,1,,
Wed Feb 12 16:57:57 UTC 2014,31.1,0.12,0.1892,1,,
Wed Feb 12 16:58:07 UTC 2014,31.1,0.12,0.1892,1,,
Wed Feb 12 16:58:18 UTC 2014,31.1,0.12,0.1892,1,,
Wed Feb 12 16:58:27 UTC 2014,27.5,0.12,0.1892,1,,
Wed Feb 12 16:58:49 UTC 2014,27.5,0.12,0.1892,1,,
Wed Feb 12 16:59:00 UTC 2014,33.1,0.12,0.1892,1,,
Wed Feb 12 16:59:19 UTC 2014,33.1,0.12,0.1892,1,,
Wed Feb 12 16:59:26 UTC 2014,25.9,0.12,0.1892,1,,
Wed Feb 12 16:59:42 UTC 2014,25.9,0.12,0.1892,1,,
Wed Feb 12 16:59:52 UTC 2014,32,0.12,0.1892,1,,
Wed Feb 12 17:00:03 UTC 2014,32,0.12,0.1892,1,,
Wed Feb 12 17:00:13 UTC 2014,32,0.12,0.1892,1,,
Wed Feb 12 17:00:27 UTC 2014,32,0.12,0.1892,1,,
Wed Feb 12 17:00:39 UTC 2014,26,0.12,0.1892,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:00:54 UTC 2014,26,0.12,0.1892,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 17:01:05 UTC 2014,26,0.12,0.1892,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
