Time ,pendingRequests ,throughput ,responseTime , ongoingAction, targetedNodeID
1423152081657,18.0,15.0,997.625,
1423152086655,20.0,15.0,748.625,
1423152091660,23.0,11.0,954.375,
1423152096662,13.0,21.0,976.375,
1423152101660,26.0,10.0,795.125,
1423152106660,15.0,19.0,896.625,
1423152111661,27.0,7.0,838.125,
1423152116660,17.0,13.0,1184.5,
1423152121660,22.0,14.0,637.7778,
1423152126670,22.0,14.0,637.7778,
1423152131664,19.0,16.0,859.0,
1423152136706,19.0,16.0,859.0,
1423152141714,16.0,16.0,1171.4444,
1423152146695,26.0,12.0,863.6667,
1423152151695,17.0,21.0,892.1111,
1423152156696,17.0,21.0,892.1111,
1423152161695,21.0,20.0,828.8889,
1423152166697,18.0,21.0,871.1111,
1423152171701,26.0,14.0,764.5556,
1423152176703,16.0,23.0,900.2222,
1423152181700,26.0,11.0,906.1111,
1423152186699,16.0,21.0,1069.8889,
1423152191698,25.0,11.0,915.7778,
1423152196698,21.0,15.0,918.2222,
1423152201699,23.0,17.0,782.1111,
1423152206699,23.0,16.0,919.2222,
1423152211699,18.0,22.0,816.6667,
1423152216701,27.0,14.0,732.2222,
1423152221699,18.0,22.0,890.0,EventProcessingUnit,ScaleOut,
1423152226700,26.0,13.0,788.3333,EventProcessingUnit,ScaleOut,
1423152231701,18.0,19.0,892.1111,EventProcessingUnit,ScaleOut,
1423152236743,27.0,14.0,714.2222,EventProcessingUnit,ScaleOut,
1423152241728,20.0,17.0,948.2222,EventProcessingUnit,ScaleOut,
1423152246730,21.0,16.0,805.5556,EventProcessingUnit,ScaleOut,
1423152251734,25.0,13.0,845.8889,EventProcessingUnit,ScaleOut,
1423152256736,15.0,18.0,1110.0,EventProcessingUnit,ScaleOut,
1423152261736,27.0,15.0,729.0,EventProcessingUnit,ScaleOut,
1423152266739,17.0,16.0,1001.4444,EventProcessingUnit,ScaleOut,
1423152271745,27.0,8.0,974.5556,EventProcessingUnit,ScaleOut,
1423152276754,20.0,17.0,942.0,EventProcessingUnit,ScaleOut,
1423152281752,25.0,14.0,886.6667,EventProcessingUnit,ScaleOut,
1423152286755,23.0,14.0,893.3333,EventProcessingUnit,ScaleOut,
1423152291773,15.0,22.0,855.3333,EventProcessingUnit,ScaleOut,
1423152296766,25.0,12.0,1009.5556,EventProcessingUnit,ScaleOut,
1423152301771,25.0,12.0,1009.5556,EventProcessingUnit,ScaleOut,
1423152306762,24.0,13.0,1021.2222,EventProcessingUnit,ScaleOut,
1423152311765,16.0,24.0,862.6667,EventProcessingUnit,ScaleOut,
1423152316765,23.0,15.0,992.8889,EventProcessingUnit,ScaleOut,
1423152321765,21.0,15.0,1054.5556,EventProcessingUnit,ScaleOut,
1423152326791,15.0,25.0,912.3333,EventProcessingUnit,ScaleOut,
1423152331783,25.0,12.0,779.2222,EventProcessingUnit,ScaleOut,
1423152336780,15.0,24.0,820.4444,EventProcessingUnit,ScaleOut,
1423152341781,25.0,16.0,891.2222,EventProcessingUnit,ScaleOut,
1423152346779,17.0,18.0,911.6667,EventProcessingUnit,ScaleOut,
1423152351797,24.0,20.0,819.5556,EventProcessingUnit,ScaleOut,
1423152356779,19.0,18.0,922.0,EventProcessingUnit,ScaleOut,
1423152361786,19.0,21.0,830.5556,EventProcessingUnit,ScaleOut,
1423152366785,19.0,21.0,830.5556,EventProcessingUnit,ScaleOut,
1423152371780,16.0,18.0,981.4444,EventProcessingUnit,ScaleOut,
1423152376781,25.0,15.0,863.3333,EventProcessingUnit,ScaleOut,
1423152381781,21.0,20.0,783.4444,EventProcessingUnit,ScaleOut,
1423152386782,23.0,12.0,1319.7778,EventProcessingUnit,ScaleOut,
1423152391785,19.0,18.0,851.2222,EventProcessingUnit,ScaleOut,
1423152396784,20.0,17.0,927.3333,EventProcessingUnit,ScaleOut,
1423152401784,22.0,16.0,825.4444,EventProcessingUnit,ScaleOut,
1423152406792,17.0,17.0,1001.8889,EventProcessingUnit,ScaleOut,
1423152411788,17.0,17.0,1001.8889,EventProcessingUnit,ScaleOut,
1423152416782,18.0,22.0,893.0,EventProcessingUnit,ScaleOut,
1423152421785,23.0,13.0,870.4444,EventProcessingUnit,ScaleOut,
1423152426786,21.0,15.0,908.4444,EventProcessingUnit,ScaleOut,
1423152431786,20.0,18.0,1025.6667,EventProcessingUnit,ScaleOut,
1423152436788,20.0,17.0,981.5556,EventProcessingUnit,ScaleOut,
1423152441798,20.0,17.0,981.5556,EventProcessingUnit,ScaleOut,
1423152446819,19.0,18.0,922.1111,EventProcessingUnit,ScaleOut,
1423152451794,25.0,12.0,809.5556,EventProcessingUnit,ScaleOut,
1423152456793,25.0,14.0,921.1111,EventProcessingUnit,ScaleOut,
1423152461797,21.0,16.0,893.8889,EventProcessingUnit,ScaleOut,
1423152466800,22.0,19.0,859.4444,EventProcessingUnit,ScaleOut,
1423152471795,20.0,22.0,776.1111,EventProcessingUnit,ScaleOut,
1423152476795,22.0,16.0,1087.6667,EventProcessingUnit,ScaleOut,
1423152481798,21.0,17.0,941.4444,EventProcessingUnit,ScaleOut,
1423152486794,18.0,21.0,835.6667,EventProcessingUnit,ScaleOut,
1423152491796,25.0,11.0,924.2222,EventProcessingUnit,ScaleOut,
1423152496795,18.0,18.0,1114.8889,EventProcessingUnit,ScaleOut,
1423152501799,24.0,13.0,800.7778,EventProcessingUnit,ScaleOut,
1423152506804,19.0,18.0,886.0,
1423152511802,19.0,12.0,1338.5556,
1423152516802,19.0,18.0,796.1111,
1423152521803,20.0,14.0,948.8889,
1423152526809,20.0,15.0,888.8889,
1423152531812,18.0,19.0,836.7778,
1423152536812,23.0,11.0,831.5556,
1423152541809,17.0,21.0,808.3333,
1423152546809,20.0,16.0,889.0,
1423152551809,22.0,18.0,731.5,
1423152556811,23.0,19.0,769.8,
1423152561812,21.0,17.0,794.0,
1423152566812,23.0,17.0,968.5,
1423152571809,22.0,16.0,902.4,
1423152576813,20.0,19.0,935.8,
1423152581813,20.0,19.0,904.8,
1423152586811,22.0,15.0,838.2,
1423152591810,21.0,21.0,888.1,
1423152596811,26.0,14.0,755.0,
1423152601810,20.0,20.0,941.0,
1423152606813,27.0,13.0,713.0,
1423152611813,21.0,22.0,976.4,
1423152616815,23.0,13.0,820.8,
1423152621815,16.0,21.0,1018.9,
1423152626817,21.0,17.0,829.9,
1423152631816,23.0,14.0,819.3,
1423152636813,21.0,15.0,981.7,
1423152641813,20.0,15.0,857.3,
1423152646820,17.0,18.0,1277.9,
1423152651815,27.0,10.0,906.7,EventProcessingUnit,ScaleOut,
1423152656816,16.0,21.0,972.8,EventProcessingUnit,ScaleOut,
1423152661816,22.0,13.0,868.8,EventProcessingUnit,ScaleOut,
1423152666848,19.0,19.0,894.8,EventProcessingUnit,ScaleOut,
1423152671822,22.0,12.0,1107.7,EventProcessingUnit,ScaleOut,
1423152676824,22.0,17.0,847.4,EventProcessingUnit,ScaleOut,
1423152681820,21.0,17.0,927.7,EventProcessingUnit,ScaleOut,
1423152686821,24.0,15.0,831.4,EventProcessingUnit,ScaleOut,
1423152691826,15.0,21.0,956.7,EventProcessingUnit,ScaleOut,
1423152696823,24.0,14.0,713.1,EventProcessingUnit,ScaleOut,
1423152701832,14.0,25.0,942.1,EventProcessingUnit,ScaleOut,
1423152706836,25.0,14.0,839.4,EventProcessingUnit,ScaleOut,
1423152711846,22.0,16.0,906.0,EventProcessingUnit,ScaleOut,
1423152716852,19.0,13.0,1230.4,EventProcessingUnit,ScaleOut,
1423152721860,25.0,13.0,820.7,EventProcessingUnit,ScaleOut,
1423152726865,19.0,18.0,959.4,EventProcessingUnit,ScaleOut,
1423152731864,25.0,14.0,832.9,EventProcessingUnit,ScaleOut,
1423152736866,18.0,19.0,938.3,EventProcessingUnit,ScaleOut,
1423152741873,26.0,15.0,794.0,EventProcessingUnit,ScaleOut,
1423152746873,19.0,18.0,893.2,EventProcessingUnit,ScaleOut,
1423152751874,25.0,15.0,785.9,EventProcessingUnit,ScaleOut,
1423152756873,20.0,17.0,933.2,EventProcessingUnit,ScaleOut,
1423152761920,20.0,17.0,933.2,EventProcessingUnit,ScaleOut,
1423152766907,23.0,13.0,899.6,EventProcessingUnit,ScaleOut,
1423152771921,15.0,14.0,1489.8,EventProcessingUnit,ScaleOut,
1423152776912,29.0,12.0,724.9,EventProcessingUnit,ScaleOut,
1423152781911,14.0,24.0,953.2,EventProcessingUnit,ScaleOut,
1423152786913,27.0,11.0,823.9,EventProcessingUnit,ScaleOut,
1423152791916,20.0,19.0,911.8,EventProcessingUnit,ScaleOut,
1423152796919,21.0,16.0,946.5,EventProcessingUnit,ScaleOut,
1423152801918,23.0,15.0,842.6,EventProcessingUnit,ScaleOut,
1423152806917,18.0,22.0,856.5,EventProcessingUnit,ScaleOut,
1423152811918,26.0,10.0,833.2,EventProcessingUnit,ScaleOut,
1423152816921,16.0,21.0,888.5,EventProcessingUnit,ScaleOut,
1423152821923,28.0,13.0,784.1,EventProcessingUnit,ScaleOut,
1423152826968,28.0,13.0,784.1,EventProcessingUnit,ScaleOut,
1423152831951,29.0,14.0,685.9,EventProcessingUnit,ScaleOut,
1423152836944,16.0,18.0,1032.6,EventProcessingUnit,ScaleOut,
1423152841946,25.0,14.0,785.6,EventProcessingUnit,ScaleOut,
1423152846949,22.0,22.0,812.7,EventProcessingUnit,ScaleOut,
1423152851963,21.0,11.0,955.7,EventProcessingUnit,ScaleOut,
1423152856961,23.0,13.0,972.7,EventProcessingUnit,ScaleOut,
1423152861964,17.0,20.0,911.9,EventProcessingUnit,ScaleOut,
1423152866963,27.0,12.0,934.8,EventProcessingUnit,ScaleOut,
1423152871961,16.0,24.0,799.7,EventProcessingUnit,ScaleOut,
1423152876968,26.0,12.0,786.6,EventProcessingUnit,ScaleOut,
1423152881969,16.0,22.0,925.6,EventProcessingUnit,ScaleOut,
1423152886969,25.0,16.0,797.3,EventProcessingUnit,ScaleOut,
1423152891970,22.0,17.0,930.1,EventProcessingUnit,ScaleOut,
1423152896970,22.0,15.0,842.5,EventProcessingUnit,ScaleOut,
1423152901970,22.0,15.0,898.9,EventProcessingUnit,ScaleOut,
1423152906979,19.0,19.0,880.1,EventProcessingUnit,ScaleOut,
1423152911981,26.0,14.0,829.4,EventProcessingUnit,ScaleOut,
1423152916985,15.0,18.0,1140.3,
1423152921989,27.0,10.0,871.4,
1423152926998,17.0,19.0,943.6,
1423152931999,25.0,11.0,970.0,
1423152936999,19.0,17.0,946.1,
1423152941999,21.0,15.0,771.1,
1423152946999,24.0,16.0,789.7,
1423152952000,15.0,21.0,903.9,
1423152957002,26.0,14.0,792.6,
1423152962002,14.0,21.0,922.3,
1423152967011,25.0,13.0,745.9,
1423152972012,15.0,19.0,986.3,
1423152977018,23.0,13.0,749.4,
1423152982018,19.0,20.0,855.8,
1423152987025,21.0,16.0,981.6,
1423152992029,20.0,17.0,835.9,
1423152997034,18.0,18.0,852.6,
1423153002037,27.0,11.0,767.4,
1423153007046,11.0,24.0,945.1,
1423153012050,22.0,11.0,994.4,
1423153017056,19.0,18.0,914.2,
1423153022065,18.0,15.0,1081.4,
1423153027070,21.0,18.0,786.2,
1423153032073,16.0,17.0,929.4,
1423153037079,27.0,11.0,740.3,
1423153042086,15.0,22.0,874.0,
1423153047086,26.0,13.0,757.1,
1423153052088,15.0,20.0,962.7,
1423153057092,22.0,14.0,766.6364,
1423153062099,19.0,22.0,879.1818,
1423153067107,21.0,17.0,1153.2727,
1423153072113,26.0,14.0,894.5455,
1423153077117,20.0,20.0,903.4545,
1423153077587,20.0,20.0,903.4545,
1423153082591,27.0,16.0,825.7273,EventProcessingUnit,ScaleIn,
1423153087597,19.0,17.0,1399.8182,EventProcessingUnit,ScaleIn,
1423153092602,23.0,16.0,791.3,EventProcessingUnit,ScaleIn,
1423153097603,25.0,19.0,827.2,EventProcessingUnit,ScaleIn,
1423153102604,24.0,16.0,879.7,
1423153107611,22.0,18.0,918.6,
1423153112609,23.0,13.0,1275.7,
1423153117609,24.0,15.0,1072.7,
1423153122609,20.0,24.0,825.8,
1423153127702,26.0,18.0,815.3,
1423153132699,21.0,22.0,804.8,
1423153137699,25.0,13.0,1106.7,
1423153142713,23.0,18.0,794.0,
1423153147710,22.0,19.0,900.2,
1423153152711,25.0,20.0,760.4,
1423153157711,21.0,18.0,948.0,
1423153162711,25.0,20.0,773.4,
1423153167712,21.0,21.0,861.0,
1423153172712,25.0,15.0,894.3,
1423153177712,23.0,19.0,876.5,
1423153182712,24.0,18.0,813.8,
1423153187713,21.0,19.0,905.5,
1423153192713,24.0,18.0,899.5,
1423153197718,24.0,14.0,891.5,
1423153202718,22.0,18.0,923.4,
1423153207722,25.0,16.0,1023.2,EventProcessingUnit,ScaleIn,
1423153212727,20.0,18.0,937.9,EventProcessingUnit,ScaleIn,
1423153217729,26.0,18.0,835.4,EventProcessingUnit,ScaleIn,
1423153222729,18.0,13.0,974.7778,EventProcessingUnit,ScaleIn,
1423153227730,16.0,16.0,1244.8889,
1423153232730,21.0,16.0,839.4444,
1423153237731,17.0,20.0,846.0,
1423153242731,22.0,11.0,983.2222,
1423153247731,17.0,15.0,1032.8889,
1423153252732,23.0,7.0,945.3333,
1423153257732,17.0,18.0,961.7778,
1423153262733,22.0,15.0,954.5556,
1423153267733,20.0,19.0,782.5556,
1423153272734,18.0,18.0,945.7778,
1423153277734,21.0,12.0,883.3333,
1423153282734,16.0,17.0,989.7778,
1423153287734,24.0,12.0,1007.8889,
1423153292735,16.0,16.0,970.1111,
1423153297736,20.0,15.0,802.2222,
1423153302735,21.0,11.0,967.0,
1423153307736,17.0,17.0,930.0,
1423153312738,24.0,12.0,850.1111,
1423153317736,16.0,18.0,893.3333,
1423153322738,22.0,12.0,819.8889,
1423153327737,18.0,18.0,889.7778,
1423153332737,22.0,13.0,751.3333,
1423153337740,18.0,17.0,927.4444,
1423153342739,20.0,13.0,893.1111,
1423153347738,18.0,12.0,992.3333,
1423153352739,18.0,14.0,1327.7778,
1423153357740,23.0,12.0,738.2222,
1423153362742,16.0,18.0,941.5556,EventProcessingUnit,ScaleIn,
1423153367745,24.0,9.0,957.5556,EventProcessingUnit,ScaleIn,
1423153372745,14.0,12.0,1131.75,EventProcessingUnit,ScaleIn,
1423153377752,21.0,11.0,1019.5,EventProcessingUnit,ScaleIn,
1423153382757,18.0,19.0,792.875,
1423153387753,20.0,15.0,961.0,
1423153392761,20.0,10.0,1006.375,
1423153397758,19.0,17.0,1018.5,
1423153402759,22.0,13.0,767.25,
1423153407759,18.0,17.0,904.375,
1423153412853,24.0,14.0,780.25,
1423153417778,17.0,15.0,954.25,
1423153422780,23.0,14.0,790.125,
1423153427780,18.0,17.0,881.5,
1423153432781,16.0,16.0,939.75,
1423153437779,20.0,15.0,947.75,
1423153442780,15.0,12.0,983.75,
1423153447780,24.0,14.0,703.125,
1423153452780,15.0,17.0,1021.75,
1423153457781,20.0,13.0,888.125,
1423153462781,21.0,12.0,883.375,
1423153467790,16.0,17.0,931.625,
1423153472782,25.0,14.0,701.75,
1423153477783,16.0,16.0,1026.25,
1423153482784,22.0,13.0,787.125,
1423153487783,14.0,21.0,923.75,
1423153492784,21.0,9.0,922.875,
1423153497785,18.0,13.0,997.25,
1423153502785,20.0,12.0,953.0,
1423153507784,20.0,10.0,1170.0,
1423153512784,18.0,18.0,890.125,
1423153517785,22.0,10.0,1015.375,
1423153522786,19.0,18.0,822.75,
1423153527784,21.0,16.0,747.625,EventProcessingUnit,ScaleIn,
1423153532786,16.0,18.0,979.125,EventProcessingUnit,ScaleIn,
1423153537789,16.0,12.0,885.4286,EventProcessingUnit,ScaleIn,
1423153542791,20.0,13.0,894.5714,EventProcessingUnit,ScaleIn,
1423153547791,14.0,19.0,853.0,EventProcessingUnit,ScaleIn,
1423153552792,21.0,13.0,853.0,
1423153557794,15.0,14.0,1083.5714,
1423153562794,20.0,13.0,828.5714,
1423153567793,17.0,14.0,950.4286,
1423153572797,21.0,14.0,735.1429,
1423153577796,19.0,15.0,883.2857,
1423153582796,14.0,13.0,1037.7143,
1423153587796,20.0,11.0,836.2857,
1423153592797,17.0,13.0,1095.7143,
1423153597800,21.0,10.0,790.8571,
1423153602799,17.0,14.0,982.0,
1423153607800,21.0,14.0,782.1429,
1423153612802,17.0,10.0,1144.0,
1423153617800,16.0,16.0,939.4286,
1423153622801,20.0,11.0,869.0,
1423153627805,16.0,16.0,1000.0,
1423153632801,24.0,9.0,872.7143,
1423153637802,15.0,15.0,1014.0,
1423153642802,19.0,14.0,792.8571,
1423153647803,17.0,18.0,848.0,
1423153652803,17.0,14.0,961.8571,
1423153657802,21.0,10.0,956.7143,
1423153662803,16.0,15.0,890.4286,
1423153667805,20.0,9.0,1126.8571,
1423153672816,15.0,19.0,975.4286,
1423153677813,21.0,12.0,798.7143,
1423153682813,14.0,15.0,1074.0,
1423153687813,19.0,15.0,824.1429,
1423153692821,17.0,13.0,1064.7143,EventProcessingUnit,ScaleIn,
1423153697829,16.0,19.0,780.4286,EventProcessingUnit,ScaleIn,
1423153702832,20.0,11.0,741.5,EventProcessingUnit,ScaleIn,
1423153707839,13.0,16.0,1070.6667,EventProcessingUnit,ScaleIn,
1423153712841,23.0,8.0,823.6667,
1423153717841,13.0,15.0,1065.0,
1423153722842,20.0,11.0,806.0,
1423153727841,15.0,12.0,1168.6667,
1423153732843,15.0,14.0,869.5,
1423153737843,22.0,10.0,803.3333,
1423153742844,13.0,19.0,904.5,
1423153747844,22.0,9.0,752.8333,
1423153752846,15.0,16.0,1419.5,
1423153757844,21.0,7.0,787.0,
1423153762843,16.0,16.0,886.6667,
1423153767846,19.0,13.0,787.8333,
1423153772846,18.0,14.0,904.3333,
1423153777846,14.0,18.0,894.1667,
1423153782847,25.0,10.0,745.0,
1423153787847,12.0,18.0,1015.8333,
1423153792847,21.0,9.0,770.3333,
1423153797846,16.0,16.0,940.0,
1423153802847,20.0,10.0,840.1667,
1423153807849,19.0,11.0,955.3333,
1423153812860,14.0,16.0,938.5,
1423153817859,22.0,10.0,859.0,
1423153822858,13.0,17.0,920.3333,
1423153827859,24.0,8.0,703.3333,
1423153832858,13.0,22.0,911.3333,
1423153837859,20.0,12.0,836.3333,
1423153842859,17.0,16.0,885.1667,
1423153847860,17.0,13.0,871.3333,
1423153852862,19.0,13.0,889.0,
1423153857863,14.0,17.0,857.8333,
1423153862867,21.0,13.0,742.0,EventProcessingUnit,ScaleIn,
1423153867870,12.0,16.0,1068.5,EventProcessingUnit,ScaleIn,
1423153872874,21.0,12.0,768.0,EventProcessingUnit,ScaleIn,
1423153877882,16.0,9.0,994.4,EventProcessingUnit,ScaleIn,
1423153882884,8.0,12.0,1205.4,
1423153887884,19.0,6.0,570.6,
1423153892886,11.0,11.0,1004.0,
1423153897885,15.0,11.0,660.4,
1423153902887,14.0,8.0,1179.0,
1423153907885,11.0,8.0,1122.4,
1423153912887,16.0,7.0,836.6,
1423153917886,10.0,11.0,1151.8,
1423153922887,17.0,4.0,685.2,
1423153927886,9.0,18.0,958.0,
1423153932887,18.0,6.0,767.6,
1423153937889,12.0,11.0,806.4,
1423153942887,13.0,11.0,899.2,
1423153947906,14.0,7.0,989.2,
1423153952895,9.0,13.0,923.8,
1423153957895,20.0,11.0,698.4,
1423153962914,3.0,13.0,912.0,EventProcessingUnit,ScaleIn,
1423153967906,12.0,12.0,761.6,EventProcessingUnit,ScaleIn,
1423153972905,15.0,10.0,791.2,EventProcessingUnit,ScaleIn,
1423153977913,9.0,11.0,894.25,EventProcessingUnit,ScaleIn,
1423153982914,14.0,10.0,780.25,EventProcessingUnit,ScaleIn,
1423153987915,11.0,12.0,821.75,
1423153992915,12.0,8.0,849.5,
1423153997917,13.0,11.0,847.0,
1423154002916,9.0,13.0,808.0,
1423154007917,14.0,5.0,1177.5,
1423154012918,10.0,11.0,867.75,
1423154017917,13.0,9.0,823.5,
1423154022926,13.0,7.0,939.0,
1423154027920,12.0,10.0,769.5,
1423154032921,16.0,9.0,738.0,
1423154037922,9.0,11.0,943.0,
1423154042922,13.0,10.0,733.5,
1423154047922,11.0,11.0,907.5,
1423154052922,13.0,10.0,787.0,
1423154057925,12.0,7.0,1098.75,EventProcessingUnit,ScaleIn,
1423154062926,12.0,8.0,884.0,EventProcessingUnit,ScaleIn,
1423154067926,13.0,9.0,866.25,EventProcessingUnit,ScaleIn,
1423154072927,8.0,10.0,869.0,EventProcessingUnit,ScaleIn,
1423154077927,12.0,7.0,988.0,
1423154082933,12.0,9.0,770.3333,
1423154087929,11.0,8.0,908.0,
1423154092933,12.0,9.0,756.0,
1423154097932,11.0,9.0,814.6667,
1423154102932,12.0,6.0,1087.0,
1423154107932,8.0,11.0,832.0,
1423154112933,12.0,8.0,907.6667,
1423154117933,9.0,8.0,925.6667,
1423154122935,11.0,10.0,804.0,
1423154127933,11.0,7.0,842.6667,
1423154132935,11.0,8.0,822.0,
1423154137934,11.0,10.0,848.3333,
1423154142935,9.0,9.0,856.6667,
1423154147937,13.0,8.0,833.0,EventProcessingUnit,ScaleIn,
1423154152935,10.0,11.0,817.0,EventProcessingUnit,ScaleIn,
1423154157937,11.0,8.0,946.6667,EventProcessingUnit,ScaleIn,
1423154162944,10.0,6.0,778.5,
1423154167939,7.0,8.0,946.5,
1423154172940,11.0,6.0,774.0,
1423154177943,6.0,9.0,1064.5,
1423154182942,14.0,5.0,622.0,
1423154187943,6.0,11.0,835.0,
1423154192943,9.0,6.0,929.0,
1423154197944,9.0,6.0,878.0,
1423154202943,7.0,9.0,923.0,
1423154207944,12.0,6.0,696.5,
1423154212943,6.0,8.0,1126.0,
1423154217944,14.0,5.0,629.5,
1423154222945,6.0,11.0,874.0,
1423154227945,9.0,7.0,1011.0,
1423154232946,10.0,8.0,779.0,
1423154237945,8.0,9.0,883.5,
1423154242946,12.0,6.0,699.5,
1423154247946,6.0,8.0,986.5,
1423154252946,13.0,4.0,701.5,
1423154257947,6.0,9.0,1017.0,
1423154262946,10.0,2.0,1811.0,
1423154267951,10.0,6.0,857.5,EventProcessingUnit,ScaleIn,
1423154272960,8.0,7.0,1016.5,EventProcessingUnit,ScaleIn,
1423154277960,9.0,4.0,825.5,EventProcessingUnit,ScaleIn,
1423154282962,6.0,2.0,727.0,EventProcessingUnit,ScaleIn,
1423154287964,1.0,5.0,1172.0,
1423154292964,7.0,1.0,557.0,
1423154297967,2.0,6.0,1096.0,
1423154302968,6.0,2.0,521.0,
1423154307968,3.0,5.0,917.0,
1423154312976,3.0,2.0,946.0,
1423154317987,6.0,1.0,836.0,
1423154322992,1.0,5.0,1172.0,
1423154327998,8.0,0.0,548.0,
1423154332999,1.0,7.0,995.0,
1423154338004,6.0,2.0,529.0,
1423154343006,3.0,5.0,920.0,
1423154348007,4.0,3.0,683.0,
1423154353007,6.0,3.0,770.0,
1423154358008,2.0,5.0,885.0,
1423154363014,7.0,1.0,568.0,
1423154368016,1.0,5.0,1330.0,
1423154373020,6.0,2.0,554.0,
1423154378021,3.0,6.0,934.0,
1423154383044,5.0,3.0,550.0,
1423154388035,4.0,4.0,847.0,
1423154393043,2.0,6.0,792.0,
1423154398052,7.0,0.0,724.0,
1423154403054,0.0,5.0,1600.0,
1423154408055,8.0,0.0,451.0,
1423154413055,2.0,6.0,981.0,
1423154418055,5.0,2.0,676.0,
1423154423054,4.0,4.0,880.0,
1423154428054,3.0,5.0,680.0,
1423154433054,6.0,3.0,705.0,
1423154438055,1.0,6.0,1014.0,
1423154443055,8.0,0.0,500.0,
1423154448056,1.0,5.0,1319.0,
1423154453056,6.0,1.0,562.0,
1423154458056,3.0,4.0,1179.0,
1423154463056,4.0,3.0,732.0,
1423154468057,5.0,3.0,818.0,
1423154473058,2.0,3.0,1250.0,
1423154478062,7.0,1.0,600.0,
1423154483067,1.0,6.0,1143.0,
1423154488063,7.0,1.0,525.0,
1423154493061,2.0,6.0,969.0,
1423154498062,5.0,3.0,552.0,
1423154503061,4.0,3.0,972.0,
1423154508061,2.0,5.0,903.0,
1423154513062,7.0,2.0,669.0,
1423154518062,1.0,5.0,1174.0,
1423154523061,8.0,0.0,473.0,
1423154528063,1.0,3.0,1970.0,
1423154533063,5.0,3.0,598.0,
1423154538067,4.0,2.0,1357.0,
1423154543066,4.0,4.0,625.0,
1423154548067,5.0,2.0,900.0,
1423154553066,0.0,8.0,1000.0,
1423154558067,7.0,1.0,504.0,
1423154563067,2.0,4.0,1446.0,
1423154568068,6.0,1.0,562.0,
1423154573074,4.0,2.0,1206.0,
1423154578074,3.0,5.0,705.0,
1423154583074,6.0,2.0,727.0,
1423154588074,1.0,4.0,1409.0,
1423154593075,7.0,1.0,559.0,
1423154598074,1.0,6.0,1138.0,
1423154603076,6.0,2.0,529.0,
1423154608076,3.0,5.0,914.0,
1423154613076,4.0,1.0,950.0,
1423154618077,6.0,2.0,881.0,
1423154623077,2.0,4.0,1043.0,
1423154628078,7.0,1.0,617.0,
1423154633078,0.0,7.0,1143.0,
1423154638081,7.0,1.0,490.0,
1423154643081,2.0,7.0,968.0,
1423154648080,6.0,2.0,497.0,
1423154653087,4.0,4.0,903.0,
1423154658088,3.0,5.0,711.0,
1423154663089,6.0,2.0,750.0,
1423154668096,1.0,5.0,1179.0,
1423154673096,8.0,1.0,556.0,
1423154678106,0.0,7.0,1143.0,
1423154683107,7.0,1.0,470.0,
1423154688111,3.0,4.0,1086.0,
1423154693111,4.0,3.0,731.0,
1423161495701,
1423161500604,
1423161505600,
1423161510738,
1423161515655,
1423161520667,
1423161525649,
1423161530690,
1423161535646,
1423161540653,
1423161545656,
1423161550688,
1423161555667,
1423161560671,
1423161565677,
1423161570681,
1423161575682,
1423161580690,
1423161585681,
1423161590684,
1423161595691,
1423161600685,
1423161605680,
1423161608478,0.0,8.0,10.0,
1423161613471,0.44,0.0,0.0,0.0,
1423161618475,0.44,0.0,10.0,10.0,
1423161623483,0.44,0.0,8.0,10.0,
1423161628475,0.44,0.0,1.0,11.0,
1423161633477,0.44,0.0,10.0,10.0,
1423161637761,0.56,4.0,16.0,368.5,
1423161642804,0.56,13.0,1.0,301.0,EventProcessingUnit,ScaleIn,
1423161647757,0.56,3.0,18.0,681.5,EventProcessingUnit,ScaleIn,
1423161652762,0.56,5.0,6.0,813.0,EventProcessingUnit,ScaleIn,
1423161657760,0.44,6.0,7.0,720.0,EventProcessingUnit,ScaleIn,
1423161662758,0.44,15.0,2.0,546.0,EventProcessingUnit,ScaleIn,
1423161667762,0.44,4.0,9.0,1174.0,EventProcessingUnit,ScaleIn,
1423161672769,0.44,5.0,7.0,725.0,EventProcessingUnit,ScaleIn,
1423161677761,0.44,14.0,0.0,560.0,
1423161682765,0.44,4.0,10.0,1013.0,
1423161687766,0.44,4.0,5.0,1062.0,
1423161692768,0.44,13.0,0.0,520.0,
1423161697775,0.44,6.0,7.0,1042.0,
1423161702775,0.44,2.0,9.0,1099.0,
1423161707777,0.44,11.0,1.0,443.0,
1423161712781,0.44,8.0,7.0,900.0,
1423161717781,0.44,0.0,10.0,1300.0,
1423161722781,0.44,10.0,1.0,590.0,
1423161727780,0.44,9.0,6.0,810.0,
1423161732788,0.44,0.0,10.0,1400.0,
1423161737789,0.44,0.0,6.0,1333.0,
1423161742797,0.44,11.0,2.0,568.0,
1423161747810,0.44,7.0,6.0,907.0,
1423161752814,0.44,0.0,11.0,1182.0,
1423161757813,0.44,10.0,2.0,533.0,
1423161762813,0.44,11.0,5.0,749.0,
1423161767816,0.44,1.0,10.0,1269.0,
1423161772821,0.44,9.0,4.0,514.0,
1423161777815,0.44,8.0,4.0,862.0,
1423161782821,0.44,1.0,15.0,997.0,
1423161787826,0.44,8.0,5.0,552.0,
1423161792830,0.44,12.0,4.0,723.0,
