Time ,cpu_idle ,connectionRate ,instance , ongoingAction, targetedNodeID
1423152266739,95.9,28.0,1.0,EventProcessingUnit,ScaleOut,
1423152271745,95.9,23.0,1.0,EventProcessingUnit,ScaleOut,
1423152276754,96.2,20.0,1.0,EventProcessingUnit,ScaleOut,
1423152281752,96.2,31.0,1.0,EventProcessingUnit,ScaleOut,
1423152286755,92.7,13.0,1.0,EventProcessingUnit,ScaleOut,
1423152291773,92.7,34.0,1.0,EventProcessingUnit,ScaleOut,
1423152296766,97.2,17.0,1.0,EventProcessingUnit,ScaleOut,
1423152301771,97.2,17.0,1.0,EventProcessingUnit,ScaleOut,
1423152306762,93.3,26.0,1.0,EventProcessingUnit,ScaleOut,
1423152311765,93.3,18.0,1.0,EventProcessingUnit,ScaleOut,
1423152316765,96.6,34.0,1.0,EventProcessingUnit,ScaleOut,
1423152321765,96.6,12.0,1.0,EventProcessingUnit,ScaleOut,
1423152326791,97.1,38.0,1.0,EventProcessingUnit,ScaleOut,
1423152331783,97.1,13.0,1.0,EventProcessingUnit,ScaleOut,
1423152336780,96.6,31.0,1.0,EventProcessingUnit,ScaleOut,
1423152341781,96.6,21.0,1.0,EventProcessingUnit,ScaleOut,
1423152346779,96.1,23.0,1.0,EventProcessingUnit,ScaleOut,
1423152351797,96.1,29.0,1.0,EventProcessingUnit,ScaleOut,
1423152356779,96.8,14.0,1.0,EventProcessingUnit,ScaleOut,
1423152361786,96.8,37.0,1.0,EventProcessingUnit,ScaleOut,
1423152366785,96.8,37.0,1.0,EventProcessingUnit,ScaleOut,
1423152371780,96.1,34.0,1.0,EventProcessingUnit,ScaleOut,
1423152376781,96.2,18.0,1.0,EventProcessingUnit,ScaleOut,
1423152381781,96.2,25.0,1.0,EventProcessingUnit,ScaleOut,
1423152386782,97.4,26.0,1.0,EventProcessingUnit,ScaleOut,
1423152391785,97.4,17.0,1.0,EventProcessingUnit,ScaleOut,
1423152396784,92.9,35.0,1.0,EventProcessingUnit,ScaleOut,
1423152401784,92.9,11.0,1.0,EventProcessingUnit,ScaleOut,
1423152406792,96.6,39.0,1.0,EventProcessingUnit,ScaleOut,
1423152411788,96.6,39.0,1.0,EventProcessingUnit,ScaleOut,
1423152416782,96.5,31.0,1.0,EventProcessingUnit,ScaleOut,
1423152421785,96.5,20.0,1.0,EventProcessingUnit,ScaleOut,
1423152426786,96.8,20.0,1.0,EventProcessingUnit,ScaleOut,
1423152431786,96.8,32.0,1.0,EventProcessingUnit,ScaleOut,
1423152436788,90.9,14.0,1.0,EventProcessingUnit,ScaleOut,
1423152441798,90.9,14.0,1.0,EventProcessingUnit,ScaleOut,
1423152446819,90.9,37.0,1.0,EventProcessingUnit,ScaleOut,
1423152451794,96.6,10.0,1.0,EventProcessingUnit,ScaleOut,
1423152456793,95.9,18.0,1.0,EventProcessingUnit,ScaleOut,
1423152461797,95.9,26.0,1.0,EventProcessingUnit,ScaleOut,
1423152466800,96.5,26.0,1.0,EventProcessingUnit,ScaleOut,
1423152471795,96.5,19.0,1.0,EventProcessingUnit,ScaleOut,
1423152476795,97.1,33.0,1.0,EventProcessingUnit,ScaleOut,
1423152481798,97.1,13.0,1.0,EventProcessingUnit,ScaleOut,
1423152486794,97.6,38.0,1.0,EventProcessingUnit,ScaleOut,
1423152491796,97.6,12.0,1.0,EventProcessingUnit,ScaleOut,
1423152496795,96.6,32.0,1.0,EventProcessingUnit,ScaleOut,
1423152501799,96.6,19.0,1.0,EventProcessingUnit,ScaleOut,
1423152506804,96.1,24.0,1.0,
1423152511802,96.1,28.0,1.0,
1423152516802,97.2,16.0,1.0,
1423152521803,97.2,35.0,1.0,
1423152526809,96.7,11.0,1.0,
1423152531812,96.7,38.0,1.0,
1423152536812,96.5,13.0,1.0,
1423152541809,96.5,31.0,1.0,
1423152546809,97.5,20.0,1.0,
1423152551809,97.5,23.0,1.0,
1423152556811,94.1,28.0,1.0,
1423152561812,94.1,15.0,1.0,
1423152566812,95.9,35.0,1.0,
1423152571809,95.9,10.0,1.0,
1423152576813,97.2,33.0,1.0,
1423152581813,97.2,18.0,1.0,
1423152586811,96.6,25.0,1.0,
1423152591810,96.6,26.0,1.0,
1423152596811,96.3,19.0,1.0,
1423152601810,96.3,34.0,1.0,
1423152606813,96.8,13.0,1.0,
1423152611813,96.8,38.0,1.0,
1423152616815,96.6,10.0,1.0,
1423152621815,96.6,33.0,1.0,
1423152626817,96.2,18.0,1.0,
1423152631816,96.2,25.0,1.0,
1423152636813,97.4,26.0,1.0,
1423152641813,97.4,17.0,1.0,
1423152646820,97.0,35.0,1.0,
1423152651815,97.0,12.0,1.0,EventProcessingUnit,ScaleOut,
1423152656816,95.9,37.0,1.0,EventProcessingUnit,ScaleOut,
1423152661816,95.9,14.0,1.0,EventProcessingUnit,ScaleOut,
1423152666848,96.8,30.0,1.0,EventProcessingUnit,ScaleOut,
1423152671822,96.8,21.0,1.0,EventProcessingUnit,ScaleOut,
1423152676824,93.8,22.0,1.0,EventProcessingUnit,ScaleOut,
1423152681820,93.8,30.0,1.0,EventProcessingUnit,ScaleOut,
1423152686821,96.4,14.0,1.0,EventProcessingUnit,ScaleOut,
1423152691826,96.4,36.0,1.0,EventProcessingUnit,ScaleOut,
1423152696823,96.7,10.0,1.0,EventProcessingUnit,ScaleOut,
1423152701832,96.7,35.0,1.0,EventProcessingUnit,ScaleOut,
1423152706836,95.9,16.0,1.0,EventProcessingUnit,ScaleOut,
1423152711846,95.9,23.0,1.0,EventProcessingUnit,ScaleOut,
1423152716852,96.4,28.0,1.0,EventProcessingUnit,ScaleOut,
1423152721860,96.4,14.0,1.0,EventProcessingUnit,ScaleOut,
1423152726865,97.2,36.0,1.0,EventProcessingUnit,ScaleOut,
1423152731864,97.2,11.0,1.0,EventProcessingUnit,ScaleOut,
1423152736866,96.4,37.0,1.0,EventProcessingUnit,ScaleOut,
1423152741873,96.4,15.0,1.0,EventProcessingUnit,ScaleOut,
1423152746873,97.0,30.0,1.0,EventProcessingUnit,ScaleOut,
1423152751874,97.0,21.0,1.0,EventProcessingUnit,ScaleOut,
1423152756873,96.5,23.0,1.0,EventProcessingUnit,ScaleOut,
1423152761920,96.5,23.0,1.0,EventProcessingUnit,ScaleOut,
1423152766907,96.7,15.0,1.0,EventProcessingUnit,ScaleOut,
1423152771921,96.7,36.0,1.0,EventProcessingUnit,ScaleOut,
1423152776912,96.4,12.0,1.0,EventProcessingUnit,ScaleOut,
1423152781911,96.4,36.0,1.0,EventProcessingUnit,ScaleOut,
1423152786913,93.8,15.0,1.0,EventProcessingUnit,ScaleOut,
1423152791916,93.8,30.0,1.0,EventProcessingUnit,ScaleOut,
1423152796919,96.1,21.0,1.0,EventProcessingUnit,ScaleOut,
1423152801918,96.1,22.0,1.0,EventProcessingUnit,ScaleOut,
1423152806917,96.9,29.0,1.0,EventProcessingUnit,ScaleOut,
1423152811918,96.9,15.0,1.0,EventProcessingUnit,ScaleOut,
1423152816921,97.1,36.0,1.0,EventProcessingUnit,ScaleOut,
1423152821923,97.1,11.0,1.0,EventProcessingUnit,ScaleOut,
1423152826968,97.1,11.0,1.0,EventProcessingUnit,ScaleOut,
1423152831951,96.6,13.0,1.0,EventProcessingUnit,ScaleOut,
1423152836944,96.5,32.0,1.0,EventProcessingUnit,ScaleOut,
1423152841946,96.5,19.0,1.0,EventProcessingUnit,ScaleOut,
1423152846949,97.3,24.0,1.0,EventProcessingUnit,ScaleOut,
1423152851963,97.3,34.0,1.0,EventProcessingUnit,ScaleOut,
1423152856961,96.0,13.0,1.0,EventProcessingUnit,ScaleOut,
1423152861964,96.0,37.0,1.0,EventProcessingUnit,ScaleOut,
1423152866963,97.0,11.0,1.0,EventProcessingUnit,ScaleOut,
1423152871961,97.0,33.0,1.0,EventProcessingUnit,ScaleOut,
1423152876968,96.4,18.0,1.0,EventProcessingUnit,ScaleOut,
1423152881969,96.4,26.0,1.0,EventProcessingUnit,ScaleOut,
1423152886969,95.9,25.0,1.0,EventProcessingUnit,ScaleOut,
1423152891970,95.9,19.0,1.0,EventProcessingUnit,ScaleOut,
1423152896970,97.1,32.0,1.0,EventProcessingUnit,ScaleOut,
1423152901970,97.1,14.0,1.0,EventProcessingUnit,ScaleOut,
1423152906979,96.3,37.0,1.0,EventProcessingUnit,ScaleOut,
1423152911981,96.3,9.0,1.0,EventProcessingUnit,ScaleOut,
1423152916985,94.3,34.0,1.0,
1423152921989,94.3,17.0,1.0,
1423152926998,97.6,27.0,1.0,
1423152931999,97.6,25.0,1.0,
1423152936999,96.0,19.0,1.0,
1423152941999,96.0,32.0,1.0,
1423152946999,96.1,14.0,1.0,
1423152952000,96.1,37.0,1.0,
1423152957002,97.2,10.0,1.0,
1423152962002,97.2,35.0,1.0,
1423152967011,96.6,16.0,1.0,
1423152972012,96.6,28.0,1.0,
1423152977018,96.4,23.0,1.0,
1423152982018,96.4,21.0,1.0,
1423152987025,97.5,31.0,1.0,
1423152992029,97.5,15.0,1.0,
1423152997034,95.9,37.0,1.0,
1423153002037,95.9,10.0,1.0,
1423153007046,96.4,27.0,1.0,
1423153012050,96.4,25.0,1.0,
1423153017056,96.8,20.0,1.0,
1423153022065,96.8,32.0,1.0,
1423153027070,96.7,13.0,1.0,
1423153032073,96.7,37.0,1.0,
1423153037079,96.8,10.0,1.0,
1423153042086,96.8,34.0,1.0,
1423153047086,97.1,18.0,1.0,
1423153052088,97.1,26.0,1.0,
1423153057092,96.2,25.0,1.0,
1423153062099,96.2,18.0,1.0,
1423153067107,95.9,34.0,1.0,
1423153072113,95.9,13.0,1.0,
1423153077117,95.3,38.0,1.0,
1423153077587,95.3,38.0,1.0,
1423153082591,95.3,12.0,1.0,EventProcessingUnit,ScaleIn,
1423153087597,94.5,33.0,1.0,EventProcessingUnit,ScaleIn,
1423153092602,94.5,19.0,1.0,EventProcessingUnit,ScaleIn,
1423153097603,92.3,25.0,1.0,EventProcessingUnit,ScaleIn,
1423153102604,92.3,26.0,1.0,
1423153107611,97.0,17.0,1.0,
1423153112609,97.0,35.0,1.0,
1423153117609,96.3,13.0,1.0,
1423153122609,96.3,38.0,1.0,
1423153127702,96.6,11.0,1.0,
1423153132699,96.6,33.0,1.0,
1423153137699,97.2,19.0,1.0,
1423153142713,97.2,25.0,1.0,
1423153147710,96.9,25.0,1.0,
1423153152711,96.9,19.0,1.0,
1423153157711,96.8,37.0,1.0,
1423153162711,96.8,10.0,1.0,
1423153167712,96.8,34.0,1.0,
1423153172712,96.8,17.0,1.0,
1423153177712,94.5,28.0,1.0,
1423153182712,94.5,23.0,1.0,
1423153187713,96.1,21.0,1.0,
1423153192713,96.1,31.0,1.0,
1423153197718,97.4,14.0,1.0,
1423153202718,97.4,37.0,1.0,
1423153207722,93.0,10.0,1.0,EventProcessingUnit,ScaleIn,
1423153212727,93.0,34.0,1.0,EventProcessingUnit,ScaleIn,
1423153217729,96.3,17.0,1.0,EventProcessingUnit,ScaleIn,
1423153222729,96.3,27.0,1.0,EventProcessingUnit,ScaleIn,
1423153227730,97.0,24.0,1.0,
1423153232730,97.0,19.0,1.0,
1423153237731,96.2,33.0,1.0,
1423153242731,96.2,14.0,1.0,
1423153247731,96.4,37.0,1.0,
1423153252732,96.4,10.0,1.0,
1423153257732,97.5,34.0,1.0,
1423153262733,97.5,17.0,1.0,
1423153267733,96.7,26.0,1.0,
1423153272734,96.7,25.0,1.0,
1423153277734,96.6,18.0,1.0,
1423153282734,96.6,34.0,1.0,
1423153287734,96.2,13.0,1.0,
1423153292735,96.2,38.0,1.0,
1423153297736,96.7,20.0,1.0,
1423153302735,96.7,23.0,1.0,
1423153307736,97.0,28.0,1.0,
1423153312738,97.0,16.0,1.0,
1423153317736,96.7,35.0,1.0,
1423153322738,96.7,12.0,1.0,
1423153327737,96.5,39.0,1.0,
1423153332737,96.5,13.0,1.0,
1423153337740,96.0,30.0,1.0,
1423153342739,96.0,21.0,1.0,
1423153347738,96.8,22.0,1.0,
1423153352739,96.8,30.0,1.0,
1423153357740,96.4,14.0,1.0,
1423153362742,96.4,36.0,1.0,EventProcessingUnit,ScaleIn,
1423153367745,96.5,10.0,1.0,EventProcessingUnit,ScaleIn,
1423153372745,96.5,35.0,1.0,EventProcessingUnit,ScaleIn,
1423153377752,95.8,16.0,1.0,EventProcessingUnit,ScaleIn,
1423153382757,95.8,27.0,1.0,
1423153387753,96.0,25.0,1.0,
1423153392761,96.0,18.0,1.0,
1423153397758,96.1,34.0,1.0,
1423153402759,96.1,13.0,1.0,
1423153407759,97.1,38.0,1.0,
1423153412853,97.1,12.0,1.0,
1423153417778,93.8,32.0,1.0,
1423153422780,93.8,20.0,1.0,
1423153427780,96.3,24.0,1.0,
1423153432781,96.3,27.0,1.0,
1423153437779,96.6,17.0,1.0,
1423153442780,96.6,38.0,1.0,
1423153447780,97.3,14.0,1.0,
1423153452780,97.3,30.0,1.0,
1423153457781,96.8,22.0,1.0,
1423153462781,96.8,22.0,1.0,
1423153467790,96.0,30.0,1.0,
1423153472782,96.0,15.0,1.0,
1423153477783,96.5,36.0,1.0,
1423153482784,96.5,10.0,1.0,
1423153487783,96.4,34.0,1.0,
1423153492784,96.4,17.0,1.0,
1423153497785,96.4,26.0,1.0,
1423153502785,96.4,25.0,1.0,
1423153507784,96.9,19.0,1.0,
1423153512784,96.9,34.0,1.0,
1423153517785,96.1,14.0,1.0,
1423153522786,96.1,37.0,1.0,
1423153527784,96.4,11.0,1.0,EventProcessingUnit,ScaleIn,
1423153532786,96.4,33.0,1.0,EventProcessingUnit,ScaleIn,
1423153537789,97.1,18.0,1.0,EventProcessingUnit,ScaleIn,
1423153542791,97.1,26.0,1.0,EventProcessingUnit,ScaleIn,
1423153547791,96.3,26.0,1.0,EventProcessingUnit,ScaleIn,
1423153552792,96.3,17.0,1.0,
1423153557794,96.6,34.0,1.0,
1423153562794,96.6,13.0,1.0,
1423153567793,97.5,38.0,1.0,
1423153572797,97.5,12.0,1.0,
1423153577796,94.1,32.0,1.0,
1423153582796,94.1,28.0,1.0,
1423153587796,95.8,16.0,1.0,
1423153592797,95.8,35.0,1.0,
1423153597800,97.0,11.0,1.0,
1423153602799,97.0,37.0,1.0,
1423153607800,96.3,14.0,1.0,
1423153612802,96.3,30.0,1.0,
1423153617800,96.6,22.0,1.0,
1423153622801,96.6,22.0,1.0,
1423153627805,96.9,30.0,1.0,
1423153632801,96.9,14.0,1.0,
1423153637802,95.5,37.0,1.0,
1423153642802,95.5,11.0,1.0,
1423153647803,96.3,33.0,1.0,
1423153652803,96.3,18.0,1.0,
1423153657802,97.1,25.0,1.0,
1423153662803,97.1,27.0,1.0,
1423153667805,96.9,16.0,1.0,
1423153672816,96.9,35.0,1.0,
1423153677813,96.0,12.0,1.0,
1423153682813,96.0,36.0,1.0,
1423153687813,96.4,15.0,1.0,
1423153692821,96.4,28.0,1.0,EventProcessingUnit,ScaleIn,
1423153697829,96.5,23.0,1.0,EventProcessingUnit,ScaleIn,
1423153702832,96.5,20.0,1.0,EventProcessingUnit,ScaleIn,
1423153707839,95.9,31.0,1.0,EventProcessingUnit,ScaleIn,
1423153712841,95.9,15.0,1.0,
1423153717841,97.1,37.0,1.0,
1423153722842,97.1,11.0,1.0,
1423153727841,96.1,27.0,1.0,
1423153732843,96.1,23.0,1.0,
1423153737843,96.5,19.0,1.0,
1423153742844,96.5,31.0,1.0,
1423153747844,96.9,14.0,1.0,
1423153752846,96.9,37.0,1.0,
1423153757844,95.4,10.0,1.0,
1423153762843,95.4,34.0,1.0,
1423153767846,97.1,19.0,1.0,
1423153772846,97.1,25.0,1.0,
1423153777846,96.6,27.0,1.0,
1423153782847,96.6,16.0,1.0,
1423153787847,96.1,35.0,1.0,
1423153792847,96.1,12.0,1.0,
1423153797846,96.8,36.0,1.0,
1423153802847,96.8,15.0,1.0,
1423153807849,97.0,27.0,1.0,
1423153812860,97.0,24.0,1.0,
1423153817859,96.9,20.0,1.0,
1423153822858,96.9,31.0,1.0,
1423153827859,94.2,13.0,1.0,
1423153832858,94.2,37.0,1.0,
1423153837859,97.3,11.0,1.0,
1423153842859,97.3,33.0,1.0,
1423153847860,96.6,19.0,1.0,
1423153852862,96.6,25.0,1.0,
1423153857863,96.7,26.0,1.0,
1423153862867,96.7,17.0,1.0,EventProcessingUnit,ScaleIn,
1423153867870,97.9,36.0,1.0,EventProcessingUnit,ScaleIn,
1423153872874,97.9,15.0,1.0,EventProcessingUnit,ScaleIn,
1423153877882,96.2,28.0,1.0,EventProcessingUnit,ScaleIn,
1423153882884,96.2,22.0,1.0,
1423153887884,96.1,20.0,1.0,
1423153892886,96.1,31.0,1.0,
1423153897885,95.2,14.0,1.0,
1423153902887,95.2,37.0,1.0,
1423153907885,96.5,11.0,1.0,
1423153912887,96.5,32.0,1.0,
1423153917886,94.7,19.0,1.0,
1423153922887,94.7,23.0,1.0,
1423153927886,96.7,28.0,1.0,
1423153932887,96.7,16.0,1.0,
1423153937889,96.1,35.0,1.0,
1423153942887,96.1,11.0,1.0,
1423153947906,96.8,36.0,1.0,
1423153952895,96.8,15.0,1.0,
1423153957895,97.5,28.0,1.0,
1423153962914,97.5,23.0,1.0,EventProcessingUnit,ScaleIn,
1423153967906,94.0,20.0,1.0,EventProcessingUnit,ScaleIn,
1423153972905,94.0,32.0,1.0,EventProcessingUnit,ScaleIn,
1423153977913,95.6,13.0,1.0,EventProcessingUnit,ScaleIn,
1423153982914,95.6,37.0,1.0,EventProcessingUnit,ScaleIn,
1423153987915,96.6,13.0,1.0,
1423153992915,96.6,30.0,1.0,
1423153997917,96.3,21.0,1.0,
1423154002916,96.3,22.0,1.0,
1423154007917,96.4,36.0,1.0,
1423154012918,96.4,10.0,1.0,
1423154017917,94.4,33.0,1.0,
1423154022926,94.4,18.0,1.0,
1423154027920,94.4,24.0,1.0,
1423154032921,94.4,27.0,1.0,
1423154037922,95.5,16.0,1.0,
1423154042922,95.5,35.0,1.0,
1423154047922,96.5,12.0,1.0,
1423154052922,96.5,35.0,1.0,
1423154057925,96.8,16.0,1.0,EventProcessingUnit,ScaleIn,
1423154062926,96.8,27.0,1.0,EventProcessingUnit,ScaleIn,
1423154067926,95.3,9.0,1.0,EventProcessingUnit,ScaleIn,
1423154072927,95.3,19.0,1.0,EventProcessingUnit,ScaleIn,
1423154077927,97.3,33.0,1.0,
1423154082933,97.3,13.0,1.0,
1423154087929,96.2,37.0,1.0,
1423154092933,96.2,14.0,1.0,
1423154097932,96.8,29.0,1.0,
1423154102932,96.8,21.0,1.0,
1423154107932,96.8,22.0,1.0,
1423154112933,96.8,31.0,1.0,
1423154117933,96.2,15.0,1.0,
1423154122935,96.2,36.0,1.0,
1423154127933,96.7,11.0,1.0,
1423154132935,96.7,32.0,1.0,
1423154137934,96.6,19.0,1.0,
1423154142935,96.6,24.0,1.0,
1423154147937,97.0,27.0,1.0,EventProcessingUnit,ScaleIn,
1423154152935,97.0,16.0,1.0,EventProcessingUnit,ScaleIn,
1423154157937,93.7,34.0,1.0,EventProcessingUnit,ScaleIn,
1423154162944,93.7,12.0,1.0,
1423154167939,96.7,35.0,1.0,
1423154172940,96.7,17.0,1.0,
1423154177943,96.7,26.0,1.0,
1423154182942,96.7,26.0,1.0,
1423154187943,96.4,18.0,1.0,
1423154192943,96.4,34.0,1.0,
1423154197944,97.3,12.0,1.0,
1423154202943,97.3,35.0,1.0,
1423154207944,96.5,16.0,1.0,
1423154212943,96.5,27.0,1.0,
1423154217944,96.9,25.0,1.0,
1423154222945,96.9,18.0,1.0,
1423154227945,97.2,33.0,1.0,
1423154232946,97.2,13.0,1.0,
1423154237945,97.3,36.0,1.0,
1423154242946,97.3,16.0,1.0,
1423154247946,96.7,27.0,1.0,
1423154252946,96.7,24.0,1.0,
1423154257947,97.0,19.0,1.0,
1423154262946,97.0,32.0,1.0,
1423154267951,96.2,14.0,1.0,EventProcessingUnit,ScaleIn,
1423154272960,96.2,24.0,1.0,EventProcessingUnit,ScaleIn,
1423154277960,96.8,0.0,1.0,EventProcessingUnit,ScaleIn,
1423154282962,96.8,21.0,1.0,EventProcessingUnit,ScaleIn,
1423154287964,97.4,32.0,1.0,
1423154292964,97.4,14.0,1.0,
1423154297967,96.7,37.0,1.0,
1423154302968,96.7,13.0,1.0,
1423154307968,96.6,31.0,1.0,
1423154312976,96.6,21.0,1.0,
1423154317987,97.3,22.0,1.0,
1423154322992,97.3,30.0,1.0,
1423154327998,96.8,15.0,1.0,
1423154332999,96.8,36.0,1.0,
1423154338004,94.0,12.0,1.0,
1423154343006,94.0,32.0,1.0,
1423154348007,96.9,19.0,1.0,
1423154353007,96.9,23.0,1.0,
1423154358008,96.0,28.0,1.0,
1423154363014,96.0,17.0,1.0,
1423154368016,96.2,34.0,1.0,
1423154373020,96.2,12.0,1.0,
1423154378021,97.1,34.0,1.0,
1423154383044,97.1,18.0,1.0,
1423154388035,96.4,26.0,1.0,
1423154393043,96.4,25.0,1.0,
1423154398052,96.6,19.0,1.0,
1423154403054,96.6,33.0,1.0,
1423154408055,96.5,13.0,1.0,
1423154413055,96.5,37.0,1.0,
1423154418055,96.3,15.0,1.0,
1423154423054,96.3,29.0,1.0,
1423154428054,96.3,23.0,1.0,
1423154433054,96.3,21.0,1.0,
1423154438055,96.5,31.0,1.0,
1423154443055,96.5,16.0,1.0,
1423154448056,95.3,36.0,1.0,
1423154453056,95.3,12.0,1.0,
1423154458056,96.8,32.0,1.0,
1423154463056,96.8,19.0,1.0,
1423154468057,96.1,25.0,1.0,
1423154473058,96.1,27.0,1.0,
1423154478062,96.6,17.0,1.0,
1423154483067,96.6,34.0,1.0,
1423154488063,96.1,12.0,1.0,
1423154493061,96.1,34.0,1.0,
1423154498062,96.8,17.0,1.0,
1423154503061,96.8,26.0,1.0,
1423154508061,96.3,25.0,1.0,
1423154513062,96.3,19.0,1.0,
1423154518062,96.3,32.0,1.0,
1423154523061,96.3,14.0,1.0,
1423154528063,97.2,37.0,1.0,
1423154533063,97.2,13.0,1.0,
1423154538067,96.4,29.0,1.0,
1423154543066,96.4,21.0,1.0,
1423154548067,97.4,18.0,1.0,
1423154553066,97.4,33.0,1.0,
1423154558067,97.1,12.0,1.0,
1423154563067,97.1,35.0,1.0,
1423154568068,96.3,16.0,1.0,
1423154573074,96.3,28.0,1.0,
1423154578074,95.9,23.0,1.0,
1423154583074,95.9,21.0,1.0,
1423154588074,96.5,31.0,1.0,
1423154593075,96.5,15.0,1.0,
1423154598074,96.0,37.0,1.0,
1423154603076,96.0,13.0,1.0,
1423154608076,96.7,31.0,1.0,
1423154613076,96.7,20.0,1.0,
1423154618077,97.1,23.0,1.0,
1423154623077,97.1,28.0,1.0,
1423154628078,95.1,17.0,1.0,
1423154633078,95.1,34.0,1.0,
1423154638081,96.3,13.0,1.0,
1423154643081,96.3,35.0,1.0,
1423154648080,96.8,16.0,1.0,
1423154653087,96.8,29.0,1.0,
1423154658088,94.6,22.0,1.0,
1423154663089,94.6,22.0,1.0,
1423154668096,96.3,30.0,1.0,
1423154673096,96.3,16.0,1.0,
1423154678106,96.2,35.0,1.0,
1423154683107,96.2,12.0,1.0,
1423154688111,95.7,33.0,1.0,
1423154693111,95.7,18.0,1.0,
1423161495701,1.0,
1423161500604,93.1,73.0,1.0,
1423161505600,93.1,19.0,1.0,
1423161510738,94.4,52.0,1.0,
1423161515655,94.4,69.0,1.0,
1423161520667,92.3,17.0,1.0,
1423161525649,92.3,52.0,1.0,
1423161530690,94.8,64.0,1.0,
1423161535646,94.8,15.0,1.0,
1423161540653,93.4,63.0,1.0,
1423161545656,93.4,56.0,1.0,
1423161550688,94.4,17.0,1.0,
1423161555667,94.4,27.0,1.0,
1423161560671,94.3,69.0,1.0,
1423161565677,94.3,42.0,1.0,
1423161570681,94.2,33.0,1.0,
1423161575682,94.2,72.0,1.0,
1423161580690,94.8,36.0,1.0,
1423161585681,94.8,31.0,1.0,
1423161590684,94.6,71.0,1.0,
1423161595691,94.6,39.0,1.0,
1423161600685,94.3,29.0,1.0,
1423161605680,94.3,70.0,1.0,
1423161608478,95.2,43.0,1.0,
1423161613471,95.2,27.0,1.0,
1423161618475,94.3,71.0,1.0,
1423161623483,94.3,43.0,1.0,
1423161628475,94.9,30.0,1.0,
1423161633477,94.9,72.0,1.0,
1423161637761,94.9,39.0,1.0,
1423161642804,94.9,32.0,1.0,EventProcessingUnit,ScaleIn,
1423161647757,94.8,73.0,1.0,EventProcessingUnit,ScaleIn,
1423161652762,94.8,73.0,1.0,EventProcessingUnit,ScaleIn,
1423161657760,94.4,35.0,1.0,EventProcessingUnit,ScaleIn,
1423161662758,94.4,28.0,1.0,EventProcessingUnit,ScaleIn,
1423161667762,95.5,71.0,1.0,EventProcessingUnit,ScaleIn,
1423161672769,95.5,38.0,1.0,EventProcessingUnit,ScaleIn,
1423161677761,95.6,21.0,1.0,
1423161682765,95.6,70.0,1.0,
1423161687766,91.9,39.0,1.0,
1423161692768,91.9,11.0,1.0,
1423161697775,95.8,60.0,1.0,
1423161702775,95.8,49.0,1.0,
1423161707777,94.8,14.0,1.0,
1423161712781,94.8,52.0,1.0,
1423161717781,93.8,63.0,1.0,
1423161722781,93.8,16.0,1.0,
1423161727780,95.5,44.0,1.0,
1423161732788,95.5,29.0,1.0,
1423161737789,95.0,61.0,1.0,
1423161742797,95.0,14.0,1.0,
1423161747810,94.7,50.0,1.0,
1423161752814,94.7,61.0,1.0,
1423161757813,95.0,17.0,1.0,
1423161762813,95.0,44.0,1.0,
1423161767816,95.3,67.0,1.0,
1423161772821,95.3,19.0,1.0,
1423161777815,94.4,41.0,1.0,
1423161782821,94.4,71.0,1.0,
1423161787826,95.8,20.0,1.0,
1423161792830,95.8,40.0,1.0,
1423161797833,95.4,71.0,1.0,
1423161802842,95.4,22.0,1.0,
1423161807846,95.4,34.0,1.0,
1423161812847,95.4,72.0,1.0,
1423161817850,95.6,28.0,1.0,
1423161822848,95.6,25.0,1.0,
1423161827848,95.4,41.0,1.0,
1423161832769,95.4,71.0,1.0,
1423161837776,95.0,24.0,1.0,EventProcessingUnit,ScaleIn,
1423161842782,95.0,37.0,1.0,EventProcessingUnit,ScaleIn,
1423161847785,95.8,65.0,1.0,EventProcessingUnit,ScaleIn,
1423161852792,95.8,28.0,1.0,
1423161857797,95.5,27.0,1.0,
1423161862793,95.5,73.0,1.0,
1423161867799,95.5,30.0,1.0,
1423161872800,95.5,32.0,1.0,
1423161877801,95.6,74.0,1.0,
1423161882806,95.6,25.0,1.0,
1423161887804,94.9,35.0,1.0,
1423161892805,94.9,74.0,1.0,
1423161897810,95.9,30.0,1.0,
1423161902810,95.9,27.0,1.0,
1423161907813,93.7,75.0,1.0,
1423161912812,93.7,49.0,1.0,
1423161917811,94.9,13.0,1.0,
1423161922813,94.9,51.0,1.0,
1423161927820,94.9,62.0,1.0,
1423161932821,94.9,12.0,1.0,
1423161937821,95.4,50.0,1.0,
1423161942823,95.4,59.0,1.0,
1423161947833,92.8,15.0,1.0,
1423161952834,92.8,42.0,1.0,
1423161957834,95.6,72.0,1.0,
1423161962836,95.6,14.0,1.0,
1423161967838,96.1,41.0,1.0,
1423161972839,96.1,65.0,1.0,
1423161977842,94.6,19.0,1.0,
1423161982844,94.6,6.0,1.0,
1423161987845,95.4,62.0,1.0,
1423161992842,95.4,46.0,1.0,
1423161997846,95.1,11.0,1.0,
1423162002861,95.1,54.0,1.0,
1423162007851,95.3,54.0,1.0,
1423162012852,95.3,11.0,1.0,
1423162017856,94.4,53.0,1.0,
1423162022861,94.4,53.0,1.0,
1423162027865,95.6,11.0,1.0,
1423162032874,95.6,56.0,1.0,
1423162037880,95.4,56.0,1.0,
1423162042885,95.4,12.0,1.0,
1423162047890,95.3,50.0,1.0,
