Time ,connectionRate ,cpuUsage ,instances ,cost , ongoingAction, targetedNodeID
1423162778383,71.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162783390,20.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162788394,36.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162793402,72.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162798410,11.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162803415,34.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162808418,62.0,6.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162813421,43.0,6.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162818429,11.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162823429,63.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162828433,54.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162833440,7.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162838449,18.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162843458,76.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162848467,24.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162853475,20.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162858476,70.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162863481,44.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162868483,10.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162873486,68.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162878489,36.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162883489,10.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162888489,63.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162893498,54.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162898506,6.0,4.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162903511,57.0,4.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162908520,68.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162913520,7.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162918522,53.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162923524,61.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162928524,62.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162933536,7.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162938536,52.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162943535,68.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162948535,8.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423162953541,58.0,5.1,1.0,0.32,
1423162958566,66.0,4.4,1.0,0.32,
1423162963569,9.0,4.4,1.0,0.32,
1423162968575,55.0,5.6,1.0,0.32,
1423162973579,68.0,5.6,1.0,0.32,
1423162978587,12.0,5.1,1.0,0.32,
1423162983588,53.0,5.1,1.0,0.32,
1423162988590,72.0,6.8,1.0,0.32,
1423162993601,15.0,6.8,1.0,0.32,
1423162998605,52.0,4.9,1.0,0.32,
1423163003613,70.0,4.9,1.0,0.32,
1423163008613,13.0,5.2,1.0,0.32,
1423163013619,54.0,5.2,1.0,0.32,
1423163018621,61.0,5.1,1.0,0.32,
1423163023628,58.0,5.1,1.0,0.32,
1423163028636,6.0,5.3,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163033639,64.0,5.3,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163038644,60.0,7.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163043647,6.0,7.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163048645,60.0,4.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163053646,62.0,4.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163058646,6.0,6.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163063646,59.0,6.0,1.0,0.32,
1423163068647,63.0,5.6,1.0,0.32,
1423163073647,7.0,5.6,1.0,0.32,
1423163078647,52.0,3.8,1.0,0.32,
1423163083648,69.0,3.8,1.0,0.32,
1423163088648,6.0,5.7,1.0,0.32,
1423163093649,46.0,5.7,1.0,0.32,
1423163098648,72.0,4.6,1.0,0.32,
1423163103657,13.0,4.6,1.0,0.32,
1423163108649,5.0,4.3,1.0,0.32,
1423163113650,37.0,4.3,1.0,0.32,
1423163118650,49.0,4.0,1.0,0.32,
1423163123651,12.0,4.0,1.0,0.32,
1423163128650,47.0,4.5,1.0,0.32,
1423163133651,51.0,4.5,1.0,0.32,
1423163138651,18.0,3.9,1.0,0.32,
1423163143651,45.0,3.9,1.0,0.32,
1423163148651,46.0,5.4,1.0,0.32,
1423163153652,6.0,5.4,1.0,0.32,
1423163158652,47.0,4.8,1.0,0.32,
1423163163652,58.0,4.8,1.0,0.32,
1423163168655,6.0,4.2,1.0,0.32,
1423163173653,44.0,4.2,1.0,0.32,
1423163178656,72.0,4.1,1.0,0.32,
1423163183655,9.0,4.1,1.0,0.32,
1423163188657,45.0,4.6,1.0,0.32,
1423163193655,57.0,4.6,1.0,0.32,
1423163198657,81.0,7.4,1.0,0.32,
1423163203657,37.0,7.4,1.0,0.32,
1423163208665,27.0,5.5,1.0,0.32,
1423163213667,69.0,5.5,1.0,0.32,
1423163218675,25.0,5.3,1.0,0.32,
1423163223671,22.0,5.3,1.0,0.32,
1423163228672,69.0,3.4,1.0,0.32,
1423163233672,30.0,3.4,1.0,0.32,
1423163238673,9.0,5.1,1.0,0.32,
1423163243674,67.0,5.1,1.0,0.32,
1423163248673,52.0,5.1,1.0,0.32,
1423163253674,7.0,5.1,1.0,0.32,
1423163258673,63.0,4.3,1.0,0.32,
1423163263675,34.0,4.3,1.0,0.32,
1423163268675,5.0,5.4,1.0,0.32,
1423163273674,64.0,5.4,1.0,0.32,
1423163278681,48.0,4.2,1.0,0.32,
1423163283679,5.0,4.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163288679,9.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163293679,61.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163298680,43.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163303680,3.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163308680,57.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163313681,65.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163318681,4.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163323681,63.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163328681,61.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163333682,4.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163338682,61.0,4.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163343682,68.0,4.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163348683,9.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163353683,52.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163358684,71.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163363683,14.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163368684,51.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163373684,73.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163378685,15.0,6.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163383685,4.0,6.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163388686,63.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163393687,62.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163398686,4.0,5.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163403689,58.0,5.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163408688,68.0,5.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163413688,6.0,5.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163418689,61.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163423688,61.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163428698,3.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163433689,62.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163438693,60.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163443692,9.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163448692,67.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163453693,56.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163458693,9.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163463703,69.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163468693,55.0,6.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163473694,11.0,6.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163478697,6.0,5.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163483697,60.0,5.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163488697,63.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163493697,3.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163498698,64.0,5.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163503696,62.0,5.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163508699,3.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163513699,61.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163518699,64.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163523702,3.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163528703,61.0,5.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163533701,64.0,5.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163538703,0.0,6.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163543713,59.0,6.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163548707,71.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163553705,11.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163558706,52.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163563706,74.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163568707,61.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163573714,9.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163578709,45.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163583708,44.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163588708,22.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163593740,42.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423163598711,82.0,4.8,1.0,0.32,
1423163603709,11.0,4.8,1.0,0.32,
1423163608708,39.0,4.1,1.0,0.32,
1423163613709,44.0,4.1,1.0,0.32,
1423163618710,4.0,6.7,1.0,0.32,
1423163623710,35.0,6.7,1.0,0.32,
1423163628711,74.0,4.5,1.0,0.32,
1423163633713,24.0,4.5,1.0,0.32,
1423163638710,33.0,4.2,1.0,0.32,
1423163643710,80.0,4.2,1.0,0.32,
1423163648712,13.0,4.4,1.0,0.32,
1423163653719,35.0,4.4,1.0,0.32,
1423163658721,43.0,4.8,1.0,0.32,
1423163663723,57.0,4.8,1.0,0.32,
1423163668727,16.0,3.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163673728,39.0,3.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163678734,34.0,4.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163683734,23.0,4.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163688735,39.0,4.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163693744,45.0,4.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163698749,15.0,5.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163703758,16.0,5.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163708760,67.0,4.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163713761,29.0,4.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163718777,2.0,5.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163723772,64.0,5.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163728777,38.0,5.4,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163733782,2.0,5.4,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163738786,0.0,7.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163743786,26.0,7.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163748798,9.0,3.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163753797,9.0,3.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163758806,26.0,2.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163763817,52.0,2.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163768823,12.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163773821,37.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163778827,16.0,6.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163783835,2.0,6.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163788837,30.0,3.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163793837,59.0,3.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163798844,2.0,4.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163803851,33.0,4.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163808854,70.0,3.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163813854,21.0,3.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163818854,24.0,3.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163823859,80.0,3.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163828864,14.0,4.3,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163833861,45.0,4.3,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163838861,20.0,4.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163843866,77.0,4.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163848867,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163853873,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163858874,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163863874,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163868874,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163873874,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163878874,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163883875,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163888875,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163893875,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163898882,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163903890,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163908891,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163913895,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163918896,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163923897,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163928897,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163933900,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163938908,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163943917,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163948924,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163953929,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163958932,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163963935,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163968942,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163973935,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423163978933,30.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423164038183,1.0,0.32,
1423164043234,30.0,4.2,1.0,0.32,
1423164048197,30.0,4.2,1.0,0.32,
1423164053267,30.0,4.2,1.0,0.32,
1423164058277,30.0,4.2,1.0,0.32,
1423164063255,30.0,4.2,1.0,0.32,
1423164068257,30.0,4.2,1.0,0.32,
1423164073261,30.0,4.2,1.0,0.32,
1423164078267,30.0,4.2,1.0,0.32,
1423164083266,30.0,4.2,1.0,0.32,
1423164088267,30.0,4.2,1.0,0.32,
1423164093270,30.0,4.2,1.0,0.32,
1423164098274,30.0,4.2,1.0,0.32,
1423164103298,30.0,4.2,1.0,0.32,
