Time ,connectionRate ,cpuUsage ,instances ,cost , ongoingAction, targetedNodeID
1423149264770,31.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149269779,10.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149274779,41.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149279786,12.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149284801,30.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149289800,23.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149294801,17.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149299801,35.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149304801,9.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149309804,38.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149314805,16.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149319808,26.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149324812,27.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149329813,13.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149334821,39.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149339822,8.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149344822,34.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149349826,19.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149354829,24.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149359836,29.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149364846,12.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149369851,39.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149374848,8.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149379856,33.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149384852,20.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149389857,21.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149394857,32.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149399859,10.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149404865,40.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149409873,12.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149414881,30.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149419881,23.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149424884,18.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149429893,35.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149434893,10.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149439893,38.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149444893,15.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149449899,26.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149454909,27.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149459911,15.0,4.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149464913,38.0,4.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149469914,8.0,6.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149474914,34.0,6.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149479917,18.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149484918,23.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149489925,29.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149494927,12.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149499929,39.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149504932,11.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149509937,29.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149514945,23.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149519945,18.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149524950,35.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149529955,10.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149534954,38.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149539959,14.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149544963,27.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149549967,26.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149554965,15.0,3.6,1.0,0.32,
1423149559972,38.0,3.8,1.0,0.32,
1423149564967,9.0,3.8,1.0,0.32,
1423149569977,34.0,3.1,1.0,0.32,
1423149574969,19.0,3.1,1.0,0.32,
1423149579968,23.0,3.8,1.0,0.32,
1423149584970,30.0,3.8,1.0,0.32,
1423149589968,13.0,4.9,1.0,0.32,
1423149594969,39.0,4.9,1.0,0.32,
1423149599969,12.0,3.6,1.0,0.32,
1423149604969,29.0,3.6,1.0,0.32,
1423149609971,24.0,4.3,1.0,0.32,
1423149614970,18.0,4.3,1.0,0.32,
1423149619971,33.0,3.1,1.0,0.32,
1423149624972,10.0,3.1,1.0,0.32,
1423149629974,40.0,3.4,1.0,0.32,
1423149634973,14.0,3.4,1.0,0.32,
1423149639974,27.0,2.6,1.0,0.32,
1423149644976,25.0,2.6,1.0,0.32,
1423149649974,15.0,3.7,1.0,0.32,
1423149654976,37.0,3.7,1.0,0.32,
1423149659976,9.0,3.7,1.0,0.32,
1423149664977,35.0,3.7,1.0,0.32,
1423149669976,17.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149675011,25.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149679980,27.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149684979,13.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149689981,38.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149694981,9.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149699982,34.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149704984,19.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149709983,22.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149714981,30.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149719985,12.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149724988,39.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149729991,12.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149734996,29.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149739997,24.0,6.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149745010,17.0,6.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149750002,35.0,6.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149755001,11.0,6.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149760002,38.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149765002,15.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149770003,26.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149775011,25.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149780010,18.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149785015,35.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149790021,9.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149795022,36.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149800022,17.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149805030,24.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149810037,29.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149815046,12.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149820049,39.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149825054,11.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149830056,29.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149835061,24.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149840068,18.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149845073,35.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149850073,10.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149855077,37.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149860083,16.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149865086,26.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149870089,27.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149875087,15.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149880087,38.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149885088,9.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149890094,33.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149895102,20.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149900106,23.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149905115,30.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149910104,11.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149915106,39.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149920106,11.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149925111,32.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149930121,22.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149935123,21.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149940125,33.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149945125,10.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149950126,39.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423149955127,0.0,4.1,1.0,0.32,
1423149960128,29.0,6.9,1.0,0.32,
1423149965128,24.0,6.9,1.0,0.32,
1423149970128,17.0,3.0,1.0,0.32,
1423149975130,36.0,3.0,1.0,0.32,
1423149980131,10.0,4.2,1.0,0.32,
1423149985131,37.0,4.2,1.0,0.32,
1423149990129,16.0,3.6,1.0,0.32,
1423149995140,26.0,3.6,1.0,0.32,
1423150000140,26.0,3.0,1.0,0.32,
1423150005141,15.0,3.0,1.0,0.32,
1423150010141,38.0,3.6,1.0,0.32,
1423150015141,9.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150020150,33.0,4.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150025148,19.0,4.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150030149,22.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150035168,31.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150040167,12.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150045167,38.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150050174,10.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150055170,32.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150060171,21.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150065173,21.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150070174,31.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150075176,12.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150080180,39.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150085181,10.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150090182,32.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150095183,20.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150100187,22.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150105188,30.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150110187,12.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150115187,39.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150120193,11.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150125199,32.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150130203,21.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150135205,20.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150140209,31.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150145210,12.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150150215,39.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150155215,12.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150160222,29.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150165224,23.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150170224,18.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150175225,34.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150180226,11.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150185234,38.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150190242,15.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150195243,27.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150200244,25.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150205244,17.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150210247,36.0,2.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150215255,10.0,2.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150220255,37.0,4.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150225255,15.0,4.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150230259,27.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150235268,25.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150240270,17.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150245274,36.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150250275,10.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150255279,36.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150260282,16.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150265289,20.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150270290,32.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150275295,11.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150280300,39.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150285300,12.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150290317,30.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150295351,23.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150300315,19.0,3.1,1.0,0.32,
1423150305313,33.0,3.1,1.0,0.32,
1423150310331,11.0,4.1,1.0,0.32,
1423150315324,38.0,4.1,1.0,0.32,
1423150320325,13.0,6.0,1.0,0.32,
1423150325390,29.0,6.0,1.0,0.32,
1423150330362,23.0,3.1,1.0,0.32,
1423150335365,19.0,3.1,1.0,0.32,
1423150340369,33.0,3.3,1.0,0.32,
1423150345377,11.0,3.3,1.0,0.32,
1423150350387,38.0,6.7,1.0,0.32,
1423150355388,14.0,6.7,1.0,0.32,
1423150360384,29.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150365390,24.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150370392,18.0,4.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150375391,35.0,4.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150380392,11.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150385392,37.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150390392,15.0,2.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150395391,27.0,2.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150400392,25.0,10.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150405394,17.0,10.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150410392,34.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150415393,12.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150420393,39.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150425393,13.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150430394,29.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150435393,22.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150440401,20.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150445401,32.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150450403,11.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150455411,39.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150460419,13.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150465423,30.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150470420,22.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150475425,20.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150480430,31.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150485436,13.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150490439,38.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150495446,10.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150500450,32.0,6.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150505453,20.0,6.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150510456,22.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150515459,29.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150520461,13.0,11.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150525463,37.0,11.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150530463,9.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150535466,35.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150540475,18.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150545480,25.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150550482,27.0,6.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150555486,15.0,6.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150560490,36.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150565497,11.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150570498,35.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150575499,16.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150580499,26.0,5.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150585500,26.0,5.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150590501,15.0,4.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150595503,36.0,4.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150600503,10.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150605521,38.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150610512,14.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150615519,29.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150620523,23.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150625529,19.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150630535,34.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150635540,12.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150640545,39.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150645550,14.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150650553,28.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150655571,22.0,3.9,1.0,0.32,
1423150660572,18.0,2.8,1.0,0.32,
1423150665571,34.0,2.8,1.0,0.32,
1423150670572,11.0,5.1,1.0,0.32,
1423150675571,38.0,5.1,1.0,0.32,
1423150680571,14.0,4.0,1.0,0.32,
1423150685573,30.0,4.0,1.0,0.32,
1423150690572,23.0,3.9,1.0,0.32,
1423150695573,19.0,3.9,1.0,0.32,
1423150700573,33.0,4.7,1.0,0.32,
1423150705575,12.0,4.7,1.0,0.32,
1423150710577,38.0,3.6,1.0,0.32,
1423150715576,11.0,3.6,1.0,0.32,
1423150720576,32.0,3.4,1.0,0.32,
1423150725581,20.0,3.4,1.0,0.32,
1423150730587,23.0,3.0,1.0,0.32,
1423150735624,29.0,3.0,1.0,0.32,
1423150740592,14.0,4.2,1.0,0.32,
1423150745595,37.0,4.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150750598,10.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150755600,35.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150760601,16.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150765601,26.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150770610,26.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150775619,17.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150780625,36.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150785627,12.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150790633,37.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150795642,14.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150800663,29.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150805646,23.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150810653,18.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150815657,35.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150820660,12.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150825663,39.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150830672,14.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150835672,30.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150840671,23.0,2.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150845680,21.0,2.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150850682,31.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150855684,13.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150860691,38.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150865693,11.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150870694,32.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150875712,20.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150880716,23.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150885722,29.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150890728,14.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150895733,37.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150900738,10.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150905737,35.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150910737,17.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150915738,25.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150920824,26.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150925828,16.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150930844,36.0,2.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150935839,11.0,2.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150940841,37.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150945843,14.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150950849,26.0,6.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150955865,25.0,6.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150960858,18.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150965859,34.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150970867,11.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150975869,39.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150980959,14.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150985966,22.0,2.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150990973,21.0,2.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423150995974,31.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151000976,14.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151005979,38.0,6.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151010981,10.0,6.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151015989,33.0,2.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151020990,19.0,2.6,1.0,0.32,
1423151025990,23.0,3.6,1.0,0.32,
1423151030991,28.0,3.6,1.0,0.32,
1423151035991,15.0,6.1,1.0,0.32,
1423151040993,37.0,6.1,1.0,0.32,
1423151045994,10.0,3.4,1.0,0.32,
1423151050993,10.0,3.4,1.0,0.32,
1423151055992,16.0,3.3,1.0,0.32,
1423151060995,28.0,3.3,1.0,0.32,
1423151065997,28.0,3.3,1.0,0.32,
1423151071001,25.0,4.7,1.0,0.32,
1423151075998,33.0,3.1,1.0,0.32,
1423151081001,33.0,3.1,1.0,0.32,
1423151085998,38.0,4.8,1.0,0.32,
1423151091064,11.0,4.8,1.0,0.32,
1423151096045,11.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151101050,31.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151106053,21.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151111057,32.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151116061,32.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151121060,37.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151126061,14.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151131063,29.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151136072,23.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151141072,21.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151146073,32.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151151074,13.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151156075,13.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151161075,11.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151166080,33.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151171080,20.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
